,CustomerID,Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Gender_Female,Gender_Male,Subscription Type_Basic,Subscription Type_Premium,Subscription Type_Standard,Contract Length_Annual,Contract Length_Monthly,Contract Length_Quarterly,Customer Status_active,Customer Status_inactive
24100,472517,41,46.0,12,2.0,4.0,639.93,6.0,0,1,0,1,0,0,0,0,1,1,0
24101,215073,29,20.0,13,0.0,20.0,548.81,7.0,0,1,0,0,1,0,1,0,0,1,0
24102,430319,28,6.0,12,2.0,2.0,626.51,9.0,0,1,0,0,1,0,1,0,0,1,0
24103,86289,26,54.0,16,1.0,9.0,774.0,15.0,0,1,0,0,1,0,0,0,1,1,0
24104,230955,45,33.0,1,0.0,0.0,421.0,17.0,1,1,0,0,0,1,0,0,1,0,1
24105,159418,21,44.0,7,1.0,16.0,706.3,5.0,0,1,0,1,0,0,0,0,1,1,0
24106,445131,55,38.0,3,0.0,0.0,432.0,8.0,1,1,0,0,1,0,0,1,0,0,1
24107,480855,59,21.0,22,7.0,0.0,364.0,5.0,1,0,1,1,0,0,0,0,1,0,1
24108,473389,24,49.0,4,0.0,19.0,630.07,5.0,0,1,0,1,0,0,0,0,1,1,0
24109,227045,39,52.0,27,0.0,16.0,695.59,2.0,0,1,0,0,0,1,0,0,1,1,0
24110,305675,61,27.0,27,4.0,0.0,506.0,18.0,1,1,0,1,0,0,0,1,0,0,1
24111,35555,29,28.0,26,1.0,18.0,673.07,8.0,0,0,1,1,0,0,1,0,0,1,0
24112,303196,63,24.0,3,2.0,23.0,723.0,8.0,0,1,0,1,0,0,0,0,1,1,0
24113,39815,29,21.0,4,0.0,4.0,501.0,1.0,0,1,0,0,0,1,0,0,1,1,0
24114,366985,41,9.0,13,2.0,5.0,506.15,8.0,0,1,0,1,0,0,0,0,1,1,0
24115,270643,44,49.0,25,1.0,9.0,975.59,8.0,0,0,1,0,0,1,1,0,0,1,0
24116,370053,22,49.0,7,3.0,9.0,989.0,19.0,0,0,1,0,0,1,1,0,0,1,0
24117,218064,35,1.0,10,0.0,0.0,984.0,17.0,1,1,0,0,0,1,0,0,1,0,1
24118,126953,42,49.0,2,3.0,20.0,774.37,8.0,0,0,1,0,0,1,1,0,0,1,0
24119,373612,49,27.0,26,2.0,22.0,758.0,29.0,0,1,0,0,0,1,0,0,1,1,0
24120,353816,58,42.0,13,3.0,0.0,850.0,11.0,1,0,1,1,0,0,0,1,0,0,1
24121,271556,25,5.0,23,0.0,0.0,470.0,29.0,1,0,1,0,1,0,1,0,0,0,1
24122,234286,31,20.0,24,2.0,19.0,188.0,25.0,0,1,0,0,1,0,0,0,1,1,0
24123,346770,19,49.0,24,5.0,0.0,992.0,24.0,1,1,0,0,1,0,0,0,1,0,1
24124,482254,27,40.0,4,0.0,2.0,894.78,2.0,0,0,1,0,0,1,1,0,0,1,0
24125,236947,41,50.0,27,1.0,12.0,982.6,26.0,0,0,1,0,0,1,1,0,0,1,0
24126,67678,43,13.0,27,4.0,14.0,805.31,8.0,0,0,1,0,0,1,0,0,1,1,0
24127,86417,27,4.0,10,0.0,0.0,826.59,4.0,0,1,0,0,1,0,1,0,0,1,0
24128,434282,53,13.0,11,0.0,14.0,350.0,9.0,0,0,1,1,0,0,1,0,0,1,0
24129,52181,49,58.0,14,1.0,7.0,673.71,3.0,0,1,0,0,0,1,0,0,1,1,0
24130,412969,45,43.0,12,3.0,1.0,595.09,6.0,0,0,1,1,0,0,1,0,0,1,0
24131,292003,46,49.0,14,0.0,4.0,650.29,8.0,0,0,1,0,0,1,0,0,1,1,0
24132,157529,36,1.0,2,0.0,17.0,829.39,4.0,0,0,1,0,1,0,1,0,0,1,0
24133,314968,65,25.0,28,0.0,1.0,422.0,1.0,0,1,0,1,0,0,0,0,1,1,0
24134,285226,63,17.0,29,7.0,4.0,839.0,8.0,0,0,1,0,1,0,0,1,0,1,0
24135,68907,34,49.0,22,2.0,14.0,659.81,2.0,0,1,0,1,0,0,0,0,1,1,0
24136,97205,47,32.0,10,0.0,5.0,786.86,14.0,0,0,1,0,1,0,0,0,1,1,0
24137,251047,19,32.0,10,1.0,17.0,998.0,19.0,0,0,1,1,0,0,0,0,1,1,0
24138,17122,35,49.0,10,3.0,14.0,752.89,14.0,0,0,1,0,1,0,0,0,1,1,0
24139,418077,51,41.0,23,0.0,0.0,667.94,30.0,1,1,0,0,1,0,0,0,1,0,1
24140,190916,22,31.0,25,1.0,6.0,856.82,30.0,0,0,1,0,1,0,1,0,0,1,0
24141,439263,38,18.0,24,0.0,20.0,621.47,8.0,0,1,0,1,0,0,0,0,1,1,0
24142,417054,46,49.0,5,3.0,1.0,855.39,13.0,0,1,0,1,0,0,0,0,1,1,0
24143,361278,39,30.0,15,0.0,7.0,963.48,11.0,0,0,1,0,1,0,0,0,1,1,0
24144,51803,30,11.0,21,0.0,0.0,422.0,13.0,1,0,1,1,0,0,0,0,1,0,1
24145,344619,50,11.0,28,0.0,0.0,289.0,4.0,1,0,1,0,1,0,1,0,0,0,1
24146,334928,64,49.0,30,6.0,0.0,413.92,17.0,1,1,0,0,1,0,1,0,0,0,1
24147,238677,40,37.0,7,0.0,14.0,947.18,8.0,0,0,1,0,1,0,0,0,1,1,0
24148,187067,20,50.0,6,5.0,0.0,461.0,6.0,1,0,1,0,0,1,0,1,0,0,1
24149,429156,25,53.0,2,10.0,0.0,336.0,8.0,1,1,0,1,0,0,0,0,1,0,1
24150,34671,34,46.0,3,0.0,8.0,506.0,18.0,0,0,1,0,1,0,1,0,0,1,0
24151,352135,25,36.0,22,0.0,11.0,536.24,20.0,0,0,1,1,0,0,1,0,0,1,0
24152,342717,31,49.0,24,1.0,19.0,703.15,21.0,0,0,1,0,0,1,1,0,0,1,0
24153,120165,44,41.0,2,2.0,12.0,589.32,13.0,0,0,1,0,0,1,0,0,1,1,0
24154,161814,31,1.0,11,4.0,0.0,422.0,25.0,1,1,0,0,0,1,0,1,0,0,1
24155,57390,18,22.0,23,0.0,4.0,926.16,28.0,0,0,1,0,1,0,1,0,0,1,0
24156,425052,28,8.0,2,0.0,4.0,661.52,22.0,0,0,1,0,0,1,1,0,0,1,0
24157,25682,63,13.0,1,3.0,0.0,727.0,14.0,1,0,1,0,0,1,0,0,1,0,1
24158,347679,43,36.0,12,1.0,5.0,895.64,25.0,0,0,1,0,0,1,1,0,0,1,0
24159,436146,24,31.0,26,0.0,9.0,673.47,8.0,0,0,1,1,0,0,1,0,0,1,0
24160,500577,42,2.0,13,0.0,8.0,403.0,8.0,0,1,0,0,0,1,1,0,0,1,0
24161,465922,46,54.0,18,3.0,8.0,869.35,16.0,0,0,1,0,1,0,1,0,0,1,0
24162,80532,49,15.0,16,4.0,15.0,939.91,3.0,0,0,1,1,0,0,1,0,0,1,0
24163,257965,45,30.0,29,4.0,0.0,644.64,8.0,0,0,1,0,1,0,0,0,1,1,0
24164,344401,20,58.0,8,3.0,4.0,644.0,21.0,0,1,0,0,0,1,0,0,1,1,0
24165,499388,48,49.0,20,3.0,19.0,626.12,23.0,0,0,1,0,0,1,1,0,0,1,0
24166,383526,48,47.0,27,0.0,12.0,567.65,29.0,0,0,1,0,0,1,1,0,0,1,0
24167,363470,38,53.0,10,3.0,4.0,596.42,8.0,0,0,1,0,1,0,1,0,0,1,0
24168,37533,21,29.0,11,3.0,0.0,703.0,11.0,1,1,0,1,0,0,0,0,1,0,1
24169,389254,40,56.0,14,0.0,6.0,742.0,9.0,0,0,1,1,0,0,1,0,0,1,0
24170,17722,43,43.0,3,2.0,12.0,983.11,23.0,0,0,1,0,1,0,0,0,1,1,0
24171,387312,59,13.0,10,8.0,0.0,886.0,8.0,1,0,1,0,0,1,0,1,0,0,1
24172,5247,43,52.0,29,3.0,0.0,269.0,20.0,1,1,0,0,1,0,0,1,0,0,1
24173,257732,58,22.0,6,8.0,0.0,218.0,1.0,1,0,1,1,0,0,0,1,0,0,1
24174,278098,42,24.0,30,0.0,8.0,749.0,5.0,0,0,1,0,1,0,0,0,1,1,0
24175,121051,55,9.0,11,4.0,14.0,270.0,25.0,0,0,1,0,1,0,1,0,0,1,0
24176,303629,45,60.0,3,8.0,0.0,627.0,16.0,1,1,0,0,1,0,0,1,0,0,1
24177,499776,45,5.0,27,0.0,6.0,834.21,1.0,0,0,1,0,0,1,1,0,0,1,0
24178,183642,22,58.0,30,0.0,0.0,114.0,19.0,1,0,1,1,0,0,1,0,0,0,1
24179,486119,24,55.0,13,1.0,11.0,721.7,24.0,0,0,1,1,0,0,1,0,0,1,0
24180,326707,49,9.0,12,0.0,3.0,952.56,10.0,0,1,0,0,0,1,1,0,0,1,0
24181,337763,56,33.0,21,9.0,13.0,453.0,17.0,0,0,1,0,0,1,0,0,1,1,0
24182,338227,57,36.0,11,6.0,0.0,863.0,14.0,1,0,1,0,0,1,0,0,1,0,1
24183,369200,23,57.0,2,6.0,0.0,189.0,9.0,1,0,1,0,0,1,1,0,0,0,1
24184,218380,19,29.0,23,2.0,0.0,754.0,3.0,1,0,1,0,0,1,0,0,1,0,1
24185,5159,38,35.0,26,0.0,18.0,875.06,20.0,0,0,1,0,1,0,0,0,1,1,0
24186,219114,43,37.0,6,1.0,18.0,902.08,8.0,0,1,0,0,0,1,1,0,0,1,0
24187,52833,48,25.0,23,3.0,0.0,933.55,5.0,0,0,1,0,1,0,1,0,0,1,0
24188,146201,23,27.0,16,6.0,0.0,249.0,29.0,1,1,0,0,0,1,0,1,0,0,1
24189,365475,58,32.0,3,7.0,0.0,697.0,21.0,1,0,1,0,1,0,0,1,0,0,1
24190,466390,31,55.0,8,0.0,5.0,741.03,2.0,0,0,1,0,1,0,0,0,1,1,0
24191,326168,30,7.0,1,5.0,0.0,750.86,25.0,1,1,0,0,1,0,1,0,0,0,1
24192,238891,55,23.0,22,0.0,18.0,466.0,14.0,0,1,0,0,0,1,0,1,0,1,0
24193,32011,51,59.0,12,8.0,0.0,854.0,26.0,1,0,1,0,1,0,0,1,0,0,1
24194,44745,58,28.0,29,6.0,6.0,298.0,8.0,0,1,0,0,0,1,0,1,0,1,0
24195,361109,24,49.0,28,8.0,0.0,538.0,8.0,1,0,1,0,1,0,0,0,1,0,1
24196,195623,33,53.0,20,0.0,7.0,798.42,16.0,0,0,1,1,0,0,0,0,1,1,0
24197,151360,49,1.0,28,0.0,7.0,646.94,8.0,0,1,0,0,1,0,0,0,1,1,0
24198,237555,54,49.0,28,5.0,0.0,697.0,8.0,1,1,0,0,0,1,1,0,0,0,1
24199,56179,27,43.0,11,2.0,11.0,821.31,10.0,0,1,0,1,0,0,1,0,0,1,0
24200,321759,49,10.0,15,8.0,0.0,140.0,7.0,1,1,0,0,1,0,0,0,1,0,1
24201,460587,50,8.0,27,0.0,16.0,952.17,4.0,0,1,0,0,1,0,1,0,0,1,0
24202,106663,30,43.0,10,0.0,14.0,986.11,11.0,0,0,1,1,0,0,0,0,1,1,0
24203,253354,33,49.0,28,9.0,5.0,623.0,8.0,0,0,1,0,1,0,0,0,1,1,0
24204,260688,47,38.0,13,0.0,4.0,583.37,23.0,0,0,1,0,0,1,0,0,1,1,0
24205,235004,24,49.0,20,0.0,5.0,903.04,8.0,0,0,1,0,1,0,0,0,1,1,0
24206,379227,19,1.0,11,1.0,3.0,530.1,11.0,0,0,1,0,1,0,0,0,1,1,0
24207,212975,18,50.0,25,1.0,11.0,669.16,19.0,0,0,1,0,0,1,1,0,0,1,0
24208,293187,42,13.0,22,4.0,11.0,588.07,7.0,0,0,1,0,0,1,1,0,0,1,0
24209,101004,23,13.0,19,0.0,0.0,178.0,26.0,0,1,0,1,0,0,0,0,1,1,0
24210,168486,36,54.0,9,0.0,3.0,851.15,8.0,0,1,0,1,0,0,0,0,1,1,0
24211,90269,35,29.0,17,0.0,20.0,675.88,5.0,0,0,1,1,0,0,0,0,1,1,0
24212,92784,46,30.0,11,1.0,8.0,982.5,8.0,0,0,1,0,0,1,0,0,1,1,0
24213,251096,41,7.0,23,4.0,10.0,556.74,5.0,0,1,0,1,0,0,1,0,0,1,0
24214,415757,35,49.0,28,3.0,9.0,564.55,20.0,0,0,1,0,1,0,1,0,0,1,0
24215,308369,38,28.0,5,2.0,7.0,934.59,19.0,0,0,1,0,0,1,0,0,1,1,0
24216,23398,18,49.0,5,0.0,9.0,641.41,13.0,0,1,0,0,0,1,1,0,0,1,0
24217,223292,49,10.0,2,1.0,16.0,620.17,11.0,0,0,1,1,0,0,0,0,1,1,0
24218,24606,42,44.0,12,10.0,0.0,257.0,30.0,1,1,0,0,0,1,0,0,1,0,1
24219,352429,20,49.0,23,0.0,2.0,894.11,28.0,0,0,1,0,1,0,1,0,0,1,0
24220,277142,30,22.0,19,3.0,3.0,881.84,30.0,0,0,1,1,0,0,0,0,1,1,0
24221,54367,45,15.0,24,1.0,20.0,891.21,28.0,0,0,1,1,0,0,0,0,1,1,0
24222,292041,47,7.0,11,4.0,12.0,586.04,9.0,0,0,1,1,0,0,0,0,1,1,0
24223,78321,27,4.0,11,0.0,13.0,540.34,10.0,0,0,1,0,1,0,0,0,1,1,0
24224,90519,65,55.0,20,8.0,0.0,601.0,5.0,1,0,1,0,0,1,1,0,0,0,1
24225,35830,21,51.0,9,2.0,14.0,830.55,4.0,0,0,1,0,1,0,1,0,0,1,0
24226,425386,47,38.0,28,3.0,15.0,645.03,1.0,0,0,1,1,0,0,1,0,0,1,0
24227,257805,36,33.0,10,0.0,13.0,831.68,22.0,0,0,1,0,0,1,1,0,0,1,0
24228,69737,21,20.0,18,9.0,0.0,862.0,16.0,1,1,0,0,1,0,0,0,1,0,1
24229,442942,23,55.0,27,0.0,15.0,935.8,16.0,0,0,1,0,1,0,0,0,1,1,0
24230,439661,31,57.0,5,2.0,9.0,989.84,10.0,0,0,1,0,0,1,0,0,1,1,0
24231,306281,18,30.0,15,0.0,12.0,933.44,5.0,0,1,0,1,0,0,1,0,0,1,0
24232,207187,30,49.0,15,3.0,19.0,919.0,9.0,0,1,0,0,1,0,1,0,0,1,0
24233,371650,28,49.0,8,8.0,0.0,829.0,16.0,1,0,1,0,0,1,0,1,0,0,1
24234,376450,44,26.0,2,8.0,0.0,906.0,26.0,1,0,1,1,0,0,0,0,1,0,1
24235,142040,63,18.0,5,4.0,0.0,831.78,3.0,1,0,1,0,0,1,1,0,0,0,1
24236,449952,22,39.0,15,0.0,16.0,953.85,24.0,0,0,1,0,1,0,0,0,1,1,0
24237,313120,32,43.0,29,3.0,0.0,364.0,8.0,1,1,0,0,0,1,0,1,0,0,1
24238,175783,40,49.0,14,3.0,4.0,864.0,5.0,0,1,0,0,0,1,0,0,1,1,0
24239,472484,31,49.0,28,1.0,11.0,983.88,17.0,0,0,1,1,0,0,1,0,0,1,0
24240,293345,41,58.0,17,3.0,0.0,848.4,8.0,0,0,1,1,0,0,0,0,1,1,0
24241,292061,51,13.0,2,0.0,0.0,883.0,8.0,1,0,1,1,0,0,0,1,0,0,1
24242,75741,62,30.0,22,6.0,0.0,395.0,11.0,1,0,1,1,0,0,0,0,1,0,1
24243,359360,45,32.0,3,4.0,9.0,870.69,12.0,0,0,1,0,1,0,0,0,1,1,0
24244,278466,30,49.0,29,0.0,2.0,850.62,5.0,0,1,0,0,1,0,1,0,0,1,0
24245,216025,26,49.0,3,1.0,8.0,713.44,2.0,0,1,0,0,0,1,0,0,1,1,0
24246,56382,38,51.0,4,4.0,24.0,447.0,8.0,0,0,1,1,0,0,0,0,1,1,0
24247,173659,48,39.0,5,4.0,8.0,986.16,4.0,0,0,1,0,0,1,0,0,1,1,0
24248,439871,36,10.0,5,0.0,0.0,628.36,6.0,0,1,0,0,1,0,0,0,1,1,0
24249,449480,33,27.0,21,1.0,20.0,761.4,15.0,0,0,1,0,0,1,1,0,0,1,0
24250,122222,29,28.0,4,0.0,0.0,639.82,8.0,0,1,0,0,1,0,0,0,1,1,0
24251,5184,25,30.0,30,1.0,16.0,599.58,15.0,0,0,1,0,1,0,0,0,1,1,0
24252,52292,21,31.0,17,0.0,1.0,605.4,4.0,0,0,1,0,0,1,1,0,0,1,0
24253,225085,63,55.0,15,0.0,0.0,344.0,8.0,1,0,1,1,0,0,0,1,0,0,1
24254,490105,20,30.0,19,1.0,7.0,535.38,4.0,0,1,0,0,0,1,1,0,0,1,0
24255,344529,54,54.0,16,6.0,0.0,399.0,5.0,1,0,1,0,0,1,1,0,0,0,1
24256,26385,56,12.0,23,7.0,0.0,407.0,21.0,1,1,0,0,1,0,1,0,0,0,1
24257,338237,47,45.0,29,1.0,14.0,647.03,14.0,0,1,0,0,1,0,1,0,0,1,0
24258,319959,36,49.0,22,0.0,16.0,625.39,26.0,0,0,1,0,0,1,1,0,0,1,0
24259,44253,38,38.0,17,6.0,0.0,488.0,26.0,1,0,1,0,0,1,1,0,0,0,1
24260,13058,34,49.0,9,2.0,0.0,328.09,25.0,1,1,0,0,0,1,0,1,0,0,1
24261,56958,19,44.0,27,1.0,13.0,588.55,13.0,0,0,1,0,1,0,1,0,0,1,0
24262,361048,44,30.0,20,0.0,25.0,572.0,18.0,0,0,1,1,0,0,1,0,0,1,0
24263,312727,40,25.0,9,4.0,0.0,423.0,5.0,1,1,0,0,0,1,1,0,0,0,1
24264,380352,54,49.0,10,0.0,0.0,583.0,8.0,1,0,1,1,0,0,0,0,1,0,1
24265,475136,31,39.0,15,8.0,0.0,242.0,3.0,1,1,0,1,0,0,0,1,0,0,1
24266,105315,49,32.0,3,2.0,18.0,600.68,4.0,0,0,1,0,1,0,1,0,0,1,0
24267,181617,50,46.0,5,0.0,18.0,846.39,27.0,0,0,1,0,1,0,1,0,0,1,0
24268,43979,42,41.0,6,0.0,19.0,872.14,8.0,0,0,1,0,0,1,0,0,1,1,0
24269,386237,40,38.0,12,3.0,20.0,912.34,13.0,0,1,0,0,1,0,1,0,0,1,0
24270,373728,23,5.0,18,0.0,0.0,803.0,8.0,1,1,0,0,1,0,0,1,0,0,1
24271,353716,38,49.0,22,0.0,0.0,624.81,21.0,0,0,1,1,0,0,0,0,1,1,0
24272,398239,65,34.0,13,2.0,2.0,289.0,7.0,0,0,1,0,0,1,0,1,0,1,0
24273,377091,56,17.0,4,2.0,0.0,799.0,1.0,1,0,1,0,1,0,0,1,0,0,1
24274,295781,39,23.0,28,0.0,2.0,896.87,10.0,0,0,1,1,0,0,1,0,0,1,0
24275,347986,26,49.0,1,10.0,0.0,131.0,1.0,0,1,0,0,1,0,0,0,1,1,0
24276,397922,24,7.0,7,0.0,9.0,933.05,8.0,0,0,1,0,0,1,0,0,1,1,0
24277,56892,29,58.0,28,2.0,3.0,877.55,17.0,0,0,1,0,1,0,1,0,0,1,0
24278,63848,58,4.0,16,5.0,0.0,751.0,11.0,1,1,0,0,0,1,0,1,0,0,1
24279,450768,60,8.0,24,9.0,17.0,697.0,10.0,0,1,0,0,1,0,1,0,0,1,0
24280,332916,43,25.0,12,2.0,13.0,685.0,26.0,0,0,1,0,1,0,0,0,1,1,0
24281,9515,41,39.0,23,10.0,0.0,892.0,6.0,1,1,0,0,0,1,0,1,0,0,1
24282,110495,35,29.0,6,2.0,17.0,728.91,7.0,0,1,0,1,0,0,0,0,1,1,0
24283,430661,59,32.0,28,3.0,3.0,652.0,26.0,0,0,1,0,1,0,0,0,1,1,0
24284,476950,45,51.0,8,3.0,11.0,773.64,12.0,0,1,0,1,0,0,0,0,1,1,0
24285,93772,38,49.0,17,0.0,20.0,663.9,9.0,0,0,1,0,1,0,0,0,1,1,0
24286,131410,33,49.0,30,0.0,4.0,703.67,8.0,0,0,1,0,1,0,0,0,1,1,0
24287,230000,64,41.0,29,0.0,0.0,748.0,24.0,1,1,0,0,1,0,1,0,0,0,1
24288,27557,36,12.0,22,2.0,0.0,527.42,15.0,0,0,1,0,1,0,1,0,0,1,0
24289,222569,47,36.0,23,4.0,8.0,978.28,8.0,0,0,1,1,0,0,0,0,1,1,0
24290,504435,31,49.0,22,0.0,17.0,743.51,28.0,0,0,1,1,0,0,1,0,0,1,0
24291,418422,63,21.0,19,6.0,26.0,702.0,8.0,0,1,0,0,0,1,0,0,1,1,0
24292,393337,40,49.0,21,1.0,11.0,890.75,8.0,0,1,0,1,0,0,0,0,1,1,0
24293,1302,21,40.0,12,8.0,0.0,404.0,17.0,1,0,1,0,1,0,0,0,1,0,1
24294,27277,44,6.0,21,3.0,3.0,509.63,30.0,0,0,1,1,0,0,0,0,1,1,0
24295,303077,34,28.0,7,1.0,0.0,850.84,3.0,0,1,0,0,0,1,1,0,0,1,0
24296,213033,21,18.0,25,2.0,1.0,968.46,8.0,0,0,1,1,0,0,0,0,1,1,0
24297,173975,52,49.0,17,7.0,0.0,367.0,8.0,1,0,1,1,0,0,0,0,1,0,1
24298,152493,23,14.0,27,2.0,0.0,743.57,24.0,0,0,1,0,1,0,0,0,1,1,0
24299,198234,41,46.0,12,0.0,0.0,913.53,17.0,0,0,1,1,0,0,0,0,1,1,0
24300,381943,33,49.0,1,0.0,8.0,978.0,1.0,0,1,0,1,0,0,0,0,1,1,0
24301,64948,32,53.0,11,1.0,5.0,822.16,9.0,0,0,1,0,0,1,1,0,0,1,0
24302,128939,47,37.0,7,0.0,22.0,603.0,19.0,0,0,1,0,0,1,0,1,0,1,0
24303,42023,49,46.0,20,0.0,16.0,653.61,2.0,0,1,0,0,1,0,0,0,1,1,0
24304,13054,39,49.0,8,0.0,7.0,657.06,9.0,0,0,1,0,1,0,0,0,1,1,0
24305,365049,47,29.0,10,9.0,0.0,297.0,5.0,1,0,1,0,0,1,0,0,1,0,1
24306,322413,35,49.0,28,0.0,2.0,647.34,12.0,0,1,0,0,0,1,0,0,1,1,0
24307,69200,30,58.0,20,3.0,11.0,750.16,26.0,0,0,1,0,0,1,1,0,0,1,0
24308,339878,51,23.0,27,4.0,0.0,119.04,15.0,1,1,0,0,0,1,0,0,1,0,1
24309,255528,36,56.0,14,0.0,6.0,566.95,22.0,0,0,1,1,0,0,0,0,1,1,0
24310,902,42,48.0,28,4.0,11.0,709.79,14.0,0,1,0,0,0,1,0,0,1,1,0
24311,380874,31,12.0,24,3.0,0.0,347.0,26.0,1,0,1,0,0,1,1,0,0,0,1
24312,393686,36,45.0,24,0.0,8.0,676.69,12.0,0,0,1,0,1,0,1,0,0,1,0
24313,32644,42,6.0,6,4.0,5.0,949.3,22.0,0,0,1,0,0,1,0,0,1,1,0
24314,283188,19,23.0,14,1.0,17.0,528.16,7.0,0,1,0,0,0,1,1,0,0,1,0
24315,396674,32,35.0,30,2.0,12.0,650.5,9.0,0,1,0,0,0,1,1,0,0,1,0
24316,439843,38,35.0,8,2.0,0.0,864.21,27.0,0,0,1,0,0,1,1,0,0,1,0
24317,479822,21,17.0,17,1.0,4.0,866.03,8.0,0,0,1,0,0,1,0,0,1,1,0
24318,51752,24,36.0,22,0.0,15.0,698.34,8.0,0,1,0,0,0,1,0,0,1,1,0
24319,457968,24,28.0,8,8.0,0.0,861.0,8.0,1,1,0,0,1,0,1,0,0,0,1
24320,447281,46,49.0,16,0.0,3.0,760.54,8.0,0,1,0,1,0,0,1,0,0,1,0
24321,217890,46,32.0,27,3.0,17.0,991.04,13.0,0,0,1,0,0,1,1,0,0,1,0
24322,35390,40,49.0,20,1.0,3.0,594.79,19.0,0,0,1,0,1,0,1,0,0,1,0
24323,383435,29,55.0,13,0.0,6.0,835.63,8.0,0,1,0,0,1,0,0,0,1,1,0
24324,261642,33,35.0,13,0.0,11.0,990.39,1.0,0,1,0,1,0,0,0,0,1,1,0
24325,455017,21,49.0,30,0.0,0.0,350.0,6.0,1,0,1,1,0,0,0,0,1,0,1
24326,388482,34,5.0,12,9.0,0.0,682.0,26.0,1,1,0,0,1,0,0,0,1,0,1
24327,218833,19,7.0,10,0.0,2.0,925.79,27.0,0,0,1,1,0,0,0,0,1,1,0
24328,29233,28,32.0,30,1.0,15.0,829.53,16.0,0,0,1,0,1,0,1,0,0,1,0
24329,476262,35,49.0,27,4.0,0.0,690.0,14.0,1,0,1,0,0,1,1,0,0,0,1
24330,294776,48,2.0,8,7.0,0.0,480.03,24.0,1,1,0,0,0,1,0,1,0,0,1
24331,264827,47,49.0,21,4.0,0.0,575.9,15.0,1,1,0,1,0,0,0,1,0,0,1
24332,427913,40,27.0,2,8.0,10.0,644.0,12.0,0,1,0,0,1,0,0,0,1,1,0
24333,198472,32,54.0,23,2.0,5.0,538.82,8.0,0,1,0,0,0,1,0,0,1,1,0
24334,204946,59,49.0,8,9.0,27.0,336.0,16.0,0,0,1,0,0,1,0,1,0,1,0
24335,390315,24,49.0,7,0.0,0.0,386.0,5.0,1,1,0,0,1,0,0,1,0,0,1
24336,301424,35,46.0,12,1.0,17.0,973.64,4.0,0,1,0,1,0,0,1,0,0,1,0
24337,93821,49,4.0,18,4.0,0.0,330.0,20.0,1,1,0,0,0,1,0,1,0,0,1
24338,321445,61,49.0,27,0.0,0.0,778.0,12.0,1,1,0,0,1,0,1,0,0,0,1
24339,155588,50,49.0,8,4.0,13.0,920.87,26.0,0,0,1,1,0,0,1,0,0,1,0
24340,216283,40,43.0,29,0.0,1.0,876.92,20.0,0,0,1,0,0,1,0,0,1,1,0
24341,151528,22,31.0,5,3.0,0.0,704.0,8.0,1,1,0,0,0,1,1,0,0,0,1
24342,186404,29,49.0,17,1.0,14.0,906.25,26.0,0,0,1,0,0,1,1,0,0,1,0
24343,43635,29,33.0,25,3.0,0.0,913.4,16.0,1,1,0,1,0,0,1,0,0,0,1
24344,241283,19,21.0,12,1.0,11.0,972.87,19.0,0,0,1,0,0,1,0,0,1,1,0
24345,170493,40,49.0,19,4.0,20.0,655.59,9.0,0,0,1,0,1,0,1,0,0,1,0
24346,141380,45,49.0,19,0.0,15.0,593.0,19.0,0,1,0,0,0,1,0,1,0,1,0
24347,335796,35,49.0,2,1.0,14.0,878.25,29.0,0,0,1,0,1,0,0,0,1,1,0
24348,282386,40,46.0,3,1.0,2.0,865.27,22.0,0,0,1,0,1,0,1,0,0,1,0
24349,246469,26,19.0,5,10.0,0.0,164.0,14.0,1,1,0,0,0,1,1,0,0,0,1
24350,97123,52,21.0,17,3.0,11.0,549.0,6.0,0,1,0,1,0,0,1,0,0,1,0
24351,305738,40,60.0,20,3.0,2.0,506.96,29.0,0,0,1,0,1,0,1,0,0,1,0
24352,378822,23,49.0,13,0.0,16.0,690.43,25.0,0,0,1,1,0,0,0,0,1,1,0
24353,213044,32,57.0,1,1.0,11.0,822.0,19.0,0,0,1,1,0,0,1,0,0,1,0
24354,181817,25,53.0,9,4.0,4.0,900.0,8.0,0,1,0,1,0,0,0,1,0,1,0
24355,215398,39,49.0,23,0.0,11.0,564.27,28.0,0,0,1,1,0,0,0,0,1,1,0
24356,408321,54,49.0,10,2.0,0.0,693.0,7.0,1,1,0,0,1,0,0,1,0,0,1
24357,297962,29,26.0,22,8.0,0.0,543.0,13.0,1,1,0,0,0,1,0,0,1,0,1
24358,370383,32,24.0,26,5.0,0.0,466.0,8.0,1,1,0,0,0,1,1,0,0,0,1
24359,456782,35,8.0,22,10.0,28.0,404.0,4.0,0,0,1,1,0,0,0,0,1,1,0
24360,202506,20,39.0,22,0.0,0.0,256.0,28.0,1,1,0,0,0,1,0,1,0,0,1
24361,200811,35,1.0,20,0.0,1.0,726.76,8.0,0,0,1,0,1,0,0,0,1,1,0
24362,362642,37,49.0,6,0.0,12.0,981.27,8.0,0,1,0,0,0,1,1,0,0,1,0
24363,421378,31,49.0,10,1.0,8.0,721.27,29.0,0,0,1,0,0,1,1,0,0,1,0
24364,177071,35,47.0,27,0.0,12.0,600.1,8.0,0,0,1,0,0,1,1,0,0,1,0
24365,460003,41,49.0,6,0.0,19.0,752.87,3.0,0,1,0,1,0,0,1,0,0,1,0
